movieId,title,genres,movieId_enc
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1885
108,Catwalk (1996),Documentary,10861
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,8383
110,Braveheart (1995),Action|Drama|War,178
111,Taxi Driver (1976),Crime|Drama|Thriller,1332
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,5
113,Before and After (1996),Drama|Mystery,4180
114,Margaret's Museum (1995),Drama,2125
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,14419
116,Anne Frank Remembered (1995),Documentary,3540
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,4115
118,If Lucy Fell (1996),Comedy|Romance,3534
119,"Steal Big, Steal Little (1995)",Comedy,3168
120,Race the Sun (1996),Adventure|Comedy|Drama,9449
121,"Boys of St. Vincent, The (1992)",Drama,3169
122,Boomerang (1992),Comedy|Romance,432
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3170
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,2126
125,Flirting With Disaster (1996),Comedy,2052
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,4853
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,13524
128,Jupiter's Wife (1994),Documentary,10441
129,Pie in the Sky (1996),Comedy|Romance,4181
130,Angela (1995),Drama,5361
131,Frankie Starlight (1995),Drama|Romance,4182
132,Jade (1995),Thriller,1685
133,Nueba Yol (1995),Comedy|Drama,13030
134,Sonic Outlaws (1995),Documentary,6705
135,Down Periscope (1996),Comedy,422
136,From the Journals of Jean Seberg (1995),Documentary,5736
137,Man of the Year (1995),Documentary,10442
138,"Neon Bible, The (1995)",Drama,10310
139,Target (1995),Action|Drama,5920
140,Up Close and Personal (1996),Drama|Romance,390
141,"Birdcage, The (1996)",Comedy,391
142,Shadows (Cienie) (1988),Drama,10862
143,Gospa (1995),Drama,16782
144,"Brothers McMullen, The (1995)",Comedy,2053
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,689
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,4839
147,"Basketball Diaries, The (1995)",Drama,1686
148,"Awfully Big Adventure, An (1995)",Drama,7405
149,Amateur (1994),Crime|Drama|Thriller,2127
150,Apollo 13 (1995),Adventure|Drama|IMAX,392
151,Rob Roy (1995),Action|Drama|Romance|War,6
152,"Addiction, The (1995)",Drama|Horror,4183
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,633
154,Beauty of the Day (Belle de jour) (1967),Drama,1996
155,Beyond Rangoon (1995),Adventure|Drama|War,1966
156,Blue in the Face (1995),Comedy|Drama,2054
157,Canadian Bacon (1995),Comedy|War,1687
158,Casper (1995),Adventure|Children,690
159,Clockers (1995),Crime|Drama|Mystery,1688
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,229
161,Crimson Tide (1995),Drama|Thriller|War,634
162,Crumb (1994),Documentary,1663
163,Desperado (1995),Action|Romance|Western,1472
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1689
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,367
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,3171
167,Feast of July (1995),Drama,10863
168,First Knight (1995),Action|Drama|Romance,635
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,3556
170,Hackers (1995),Action|Adventure|Crime|Thriller,691
171,Jeffrey (1995),Comedy|Drama,2055
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,636
173,Judge Dredd (1995),Action|Crime|Sci-Fi,230
174,Jury Duty (1995),Comedy,2821
175,Kids (1995),Drama,231
176,Living in Oblivion (1995),Comedy,2056
177,Lord of Illusions (1995),Horror,1473
178,Love & Human Remains (1993),Comedy|Drama,4116
179,Mad Love (1995),Drama|Romance,1690
180,Mallrats (1995),Comedy|Romance,2386
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1886
182,Moonlight and Valentino (1995),Drama|Romance,4139
183,Mute Witness (1994),Comedy|Horror|Thriller,4184
184,Nadja (1994),Drama,4117
185,"Net, The (1995)",Action|Crime|Thriller,637
186,Nine Months (1995),Comedy|Romance,1230
187,Party Girl (1995),Comedy,3172
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1474
189,Reckless (1995),Comedy|Fantasy,4185
190,Safe (1995),Thriller,2407
191,"Scarlet Letter, The (1995)",Drama|Romance,1691
192,"Show, The (1995)",Documentary,9994
193,Showgirls (1995),Drama,2517
194,Smoke (1995),Comedy|Drama,2057
195,Something to Talk About (1995),Comedy|Drama|Romance,1967
196,Species (1995),Horror|Sci-Fi,232
197,"Stars Fell on Henrietta, The (1995)",Drama,10864
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1475
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3173
200,"Tie That Binds, The (1995)",Thriller,4840
201,Three Wishes (1995),Drama|Fantasy,4186
202,Total Eclipse (1995),Drama|Romance,9648
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1887
204,Under Siege 2: Dark Territory (1995),Action,1692
205,Unstrung Heroes (1995),Comedy|Drama,3123
206,Unzipped (1995),Documentary,2058
207,"Walk in the Clouds, A (1995)",Drama|Romance,638
208,Waterworld (1995),Action|Adventure|Sci-Fi,639
209,White Man's Burden (1995),Drama,3174
210,Wild Bill (1995),Western,4887
211,"Browning Version, The (1994)",Drama,3175
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,3557
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1674
214,Before the Rain (Pred dozhdot) (1994),Drama|War,5737
215,Before Sunrise (1995),Drama|Romance,2088
216,Billy Madison (1995),Comedy,1476
217,"Babysitter, The (1995)",Drama|Thriller,5376
218,Boys on the Side (1995),Comedy|Drama,1693
219,"Cure, The (1995)",Drama,4841
220,Castle Freak (1995),Horror,7347
222,Circle of Friends (1995),Drama|Romance,1968
223,Clerks (1994),Comedy,7
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,393
225,Disclosure (1994),Drama|Thriller,1050
226,Dream Man (1995),Thriller,8384
227,Drop Zone (1994),Action|Thriller,3124
228,Destiny Turns on the Radio (1995),Comedy,5558
229,Death and the Maiden (1994),Drama|Thriller,2128
230,Dolores Claiborne (1995),Drama|Thriller,2076
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,640
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1438
233,Exotica (1994),Drama,1694
234,Exit to Eden (1994),Comedy,1695
235,Ed Wood (1994),Comedy|Drama,394
236,French Kiss (1995),Action|Comedy|Romance,641
237,Forget Paris (1995),Comedy|Romance,1696
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,4842
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1888
240,Hideaway (1995),Thriller,4888
241,Fluke (1995),Children|Drama,1969
242,Farinelli: il castrato (1994),Drama|Musical,179
243,Gordy (1995),Children|Comedy|Fantasy,4843
244,Gumby: The Movie (1995),Animation|Children,8385
245,"Glass Shield, The (1994)",Crime|Drama,3176
246,Hoop Dreams (1994),Documentary,1188
247,Heavenly Creatures (1994),Crime|Drama,1869
248,Houseguest (1994),Comedy,1697
249,Immortal Beloved (1994),Drama|Romance,1698
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1699
251,"Hunted, The (1995)",Action,4187
252,I.Q. (1994),Comedy|Romance,433
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,8
254,Jefferson in Paris (1995),Drama,4188
255,"Jerky Boys, The (1995)",Comedy,1700
256,Junior (1994),Comedy|Sci-Fi,692
257,Just Cause (1995),Mystery|Thriller,2703
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,4824
259,Kiss of Death (1995),Crime|Drama|Thriller,3514
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,9
261,Little Women (1994),Drama,1648
262,"Little Princess, A (1995)",Children|Drama,1335
263,Ladybird Ladybird (1994),Drama,2129
264,"Enfer, L' (1994)",Drama,10530
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1731
266,Legends of the Fall (1994),Drama|Romance|War|Western,180
267,Major Payne (1995),Comedy,1701
268,Little Odessa (1994),Crime|Drama,3177
269,My Crazy Life (Mi vida loca) (1993),Drama,4028
270,Love Affair (1994),Drama|Romance,4140
271,Losing Isaiah (1995),Drama,434
272,"Madness of King George, The (1994)",Comedy|Drama,1702
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1661
274,Man of the House (1995),Comedy,1703
275,Mixed Nuts (1994),Comedy,2059
276,Milk Money (1994),Comedy|Romance,435
277,Miracle on 34th Street (1994),Drama,642
278,Miami Rhapsody (1995),Comedy,3125
279,My Family (1995),Drama,1970
280,Murder in the First (1995),Drama|Thriller,1704
281,Nobody's Fool (1994),Comedy|Drama|Romance,3178
282,Nell (1994),Drama,395
283,New Jersey Drive (1995),Crime|Drama,10865
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,10866
285,Beyond Bedlam (1993),Drama|Horror,8386
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,693
287,Nina Takes a Lover (1994),Comedy|Romance,4189
288,Natural Born Killers (1994),Action|Crime|Thriller,643
289,Only You (1994),Comedy|Romance,1889
290,Once Were Warriors (1994),Crime|Drama,3179
291,Poison Ivy II (1996),Drama|Thriller,3180
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,644
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,10
294,"Perez Family, The (1995)",Comedy|Romance,1705
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1477
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,11
297,Panther (1995),Drama,4029
298,Pushing Hands (Tui shou) (1992),Drama,8318
299,Priest (1994),Drama,2130
300,Quiz Show (1994),Drama,1051
301,Picture Bride (Bijo photo) (1994),Drama|Romance,5733
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3810
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1397
304,Roommates (1995),Comedy|Drama,3515
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2060
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,2208
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,2077
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,2089
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,2131
310,Rent-a-Kid (1995),Comedy,10867
311,Relative Fear (1994),Horror|Thriller,9577
312,Stuart Saves His Family (1995),Comedy,1706
313,"Swan Princess, The (1994)",Animation|Children,4844
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1057
315,"Specialist, The (1994)",Action|Drama|Thriller,1052
316,Stargate (1994),Action|Adventure|Sci-Fi,233
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1053
318,"Shawshank Redemption, The (1994)",Crime|Drama,12
319,Shallow Grave (1994),Comedy|Drama|Thriller,1336
320,Suture (1993),Film-Noir|Thriller,4190
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3526
322,Swimming with Sharks (1995),Comedy|Drama,1337
324,"Sum of Us, The (1994)",Comedy|Drama,4191
325,National Lampoon's Senior Trip (1995),Comedy,2822
326,To Live (Huozhe) (1994),Drama,1189
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2518
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1707
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,234
330,Tales from the Hood (1995),Action|Crime|Horror,2617
331,Tom & Viv (1994),Drama,5921
332,Village of the Damned (1995),Horror|Sci-Fi,2618
333,Tommy Boy (1995),Comedy,1708
334,Vanya on 42nd Street (1994),Drama,2132
335,Underneath (1995),Mystery|Thriller,8043
336,"Walking Dead, The (1995)",Drama|War,4886
337,What's Eating Gilbert Grape (1993),Drama,13
338,Virtuosity (1995),Action|Sci-Fi|Thriller,645
339,While You Were Sleeping (1995),Comedy|Romance,436
340,"War, The (1994)",Adventure|Drama|War,1709
341,Double Happiness (1994),Drama,6706
342,Muriel's Wedding (1994),Comedy,1439
343,"Baby-Sitters Club, The (1995)",Children,4825
344,Ace Ventura: Pet Detective (1994),Comedy,646
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1870
346,Backbeat (1993),Drama|Musical,4978
347,Bitter Moon (1992),Drama|Film-Noir|Romance,1440
348,Bullets Over Broadway (1994),Comedy,437
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,647
350,"Client, The (1994)",Drama|Mystery|Thriller,368
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,438
352,Crooklyn (1994),Comedy|Drama,1710
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,648
354,Cobb (1994),Drama,4030
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,439
356,Forrest Gump (1994),Comedy|Drama|Romance|War,369
357,Four Weddings and a Funeral (1994),Comedy|Romance,440
358,Higher Learning (1995),Drama,1398
359,I Like It Like That (1994),Comedy|Drama|Romance,5332
360,I Love Trouble (1994),Action|Comedy,2061
361,It Could Happen to You (1994),Comedy|Drama|Romance,2408
362,"Jungle Book, The (1994)",Adventure|Children|Romance,441
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4979
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,396
365,Little Buddha (1993),Drama,1711
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,2387
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,14
368,Maverick (1994),Adventure|Comedy|Western,370
369,Mrs. Parker and the Vicious Circle (1994),Drama,2078
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,371
371,"Paper, The (1994)",Comedy|Drama,1712
372,Reality Bites (1994),Comedy|Drama|Romance,649
373,Red Rock West (1992),Thriller,2079
374,Richie Rich (1994),Children|Comedy,1713
375,Safe Passage (1994),Drama,8044
376,"River Wild, The (1994)",Action|Thriller,397
377,Speed (1994),Action|Romance|Thriller,372
378,Speechless (1994),Comedy|Romance,1971
379,Timecop (1994),Action|Sci-Fi|Thriller,2209
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,373
381,When a Man Loves a Woman (1994),Drama|Romance,650
382,Wolf (1994),Drama|Horror|Romance|Thriller,1714
383,Wyatt Earp (1994),Western,1231
384,Bad Company (1995),Action|Crime|Drama,694
385,"Man of No Importance, A (1994)",Drama,2133
386,S.F.W. (1994),Drama,5393
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,3181
388,Boys Life (1995),Drama,3182
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,2580
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3183
391,Jason's Lyric (1994),Crime|Drama,5378
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,5738
393,Street Fighter (1994),Action|Adventure|Fantasy,3558
394,Coldblooded (1995),Comedy,4192
395,Desert Winds (1995),Drama|Fantasy|Romance,18840
396,Fall Time (1995),Drama,4193
397,"Fear, The (1995)",Horror,4194
398,Frank and Ollie (1995),Documentary,12057
399,Girl in the Cadillac (1995),Drama,13468
400,Homage (1995),Drama,12572
401,Mirage (1995),Action|Thriller,15640
402,Open Season (1996),Comedy,7406
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,14420
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,10102
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,695
406,Federal Hill (1994),Drama,10309
407,In the Mouth of Madness (1995),Horror|Thriller,2519
408,8 Seconds (1994),Drama,2989
409,Above the Rim (1994),Crime|Drama,4031
410,Addams Family Values (1993),Children|Comedy|Fantasy,696
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,4195
412,"Age of Innocence, The (1993)",Drama,2080
413,Airheads (1994),Comedy,1715
414,"Air Up There, The (1994)",Comedy,3559
415,Another Stakeout (1993),Comedy|Thriller,1716
416,Bad Girls (1994),Western,1717
417,Barcelona (1994),Comedy|Romance,1675
418,Being Human (1993),Drama,4889
419,"Beverly Hillbillies, The (1993)",Comedy,2619
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,374
421,Black Beauty (1994),Adventure|Children|Drama,4826
422,Blink (1994),Thriller,3903
423,Blown Away (1994),Action|Thriller,1478
424,Blue Chips (1994),Drama,3560
425,Blue Sky (1994),Drama|Romance,442
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1232
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,2409
428,"Bronx Tale, A (1993)",Drama,1649
429,Cabin Boy (1994),Comedy,2620
430,Calendar Girl (1993),Comedy|Drama,8387
431,Carlito's Way (1993),Crime|Drama,375
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1054
433,Clean Slate (1994),Comedy,2062
434,Cliffhanger (1993),Action|Adventure|Thriller,651
435,Coneheads (1993),Comedy|Sci-Fi,1055
436,Color of Night (1994),Drama|Thriller,4196
437,Cops and Robbersons (1994),Comedy,1479
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,3561
439,Dangerous Game (1993),Drama,9450
440,Dave (1993),Comedy|Romance,235
441,Dazed and Confused (1993),Comedy,697
442,Demolition Man (1993),Action|Adventure|Sci-Fi,236
443,"Endless Summer 2, The (1994)",Adventure|Documentary,2590
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,4890
445,Fatal Instinct (1993),Comedy,2063
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1997
447,"Favor, The (1994)",Comedy|Romance,3184
448,Fearless (1993),Drama,2410
449,Fear of a Black Hat (1994),Comedy,3185
450,With Honors (1994),Comedy|Drama,1480
451,Flesh and Bone (1993),Drama|Mystery|Romance,4197
452,Widows' Peak (1994),Drama,1058
453,For Love or Money (1993),Comedy|Romance,4198
454,"Firm, The (1993)",Drama|Thriller,376
455,Free Willy (1993),Adventure|Children|Drama,1718
456,Fresh (1994),Crime|Drama|Thriller,4032
457,"Fugitive, The (1993)",Thriller,237
458,Geronimo: An American Legend (1993),Drama|Western,1972
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,4199
460,Getting Even with Dad (1994),Comedy,4845
461,Go Fish (1994),Drama|Romance,4980
462,"Good Man in Africa, A (1994)",Action|Adventure,8388
463,Guilty as Sin (1993),Crime|Drama|Thriller,2103
464,Hard Target (1993),Action|Adventure|Crime|Thriller,1719
465,Heaven & Earth (1993),Action|Drama|War,4981
466,Hot Shots! Part Deux (1993),Action|Comedy|War,1720
467,Live Nude Girls (1995),Comedy,1973
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,1059
469,"House of the Spirits, The (1993)",Drama|Romance,181
470,House Party 3 (1994),Comedy,7142
471,"Hudsucker Proxy, The (1994)",Comedy,1060
472,I'll Do Anything (1994),Comedy|Drama,2134
473,In the Army Now (1994),Comedy|War,2621
474,In the Line of Fire (1993),Action|Thriller,1056
475,In the Name of the Father (1993),Drama,398
476,"Inkwell, The (1994)",Comedy|Drama,3186
477,What's Love Got to Do with It? (1993),Drama|Musical,1676
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,4200
479,Judgment Night (1993),Action|Crime|Thriller,1399
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,182
481,Kalifornia (1993),Drama|Thriller,1721
482,Killing Zoe (1994),Crime|Drama|Thriller,1722
483,King of the Hill (1993),Drama,4982
484,Lassie (1994),Adventure|Children,3562
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,1723
486,Life with Mikey (1993),Comedy,3187
487,Lightning Jack (1994),Comedy|Western,3563
488,M. Butterfly (1993),Drama|Romance,2135
489,Made in America (1993),Comedy,377
490,Malice (1993),Thriller,238
491,"Man Without a Face, The (1993)",Drama,399
492,Manhattan Murder Mystery (1993),Comedy|Mystery,3188
493,Menace II Society (1993),Action|Crime|Drama,1441
494,Executive Decision (1996),Action|Adventure|Thriller,423
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,3189
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,5734
497,Much Ado About Nothing (1993),Comedy|Romance,1061
498,Mr. Jones (1993),Drama|Romance,3190
499,Mr. Wonderful (1993),Comedy|Romance,4201
500,Mrs. Doubtfire (1993),Comedy|Drama,400
501,Naked (1993),Drama,1974
502,"Next Karate Kid, The (1994)",Action|Children|Romance,1724
503,"New Age, The (1994)",Drama,8865
504,No Escape (1994),Action|Drama|Sci-Fi,4033
505,North (1994),Comedy,3564
506,Orlando (1992),Drama|Fantasy|Romance,3811
507,"Perfect World, A (1993)",Crime|Drama|Thriller,2635
508,Philadelphia (1993),Drama,401
509,"Piano, The (1993)",Drama|Romance,443
510,Poetic Justice (1993),Drama,3516
511,"Program, The (1993)",Action|Drama,3565
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,239
513,Radioland Murders (1994),Comedy|Mystery|Romance,5622
514,"Ref, The (1994)",Comedy,1481
515,"Remains of the Day, The (1993)",Drama|Romance,402
516,Renaissance Man (1994),Comedy|Drama,1725
517,Rising Sun (1993),Action|Drama|Mystery,2210
518,"Road to Wellville, The (1994)",Comedy,4034
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,378
520,Robin Hood: Men in Tights (1993),Comedy,379
521,Romeo Is Bleeding (1993),Crime|Thriller,3191
522,Romper Stomper (1992),Action|Drama,2724
